lemma	freq	stratum	donors	sources	verdict	note
folklorisztika	185	modern	English	borrowed		
katakomba	185	modern	Late Latin	borrowed		
narkotikus	184	modern	Latin	borrowed		
snidling	184	unclassified	Austrian German	borrowed		
unka	184	modern	German	borrowed		
nímand	183	modern	German	borrowed		
szexepil	183	modern	English	borrowed		
lazúr	182	modern	Medieval Latin	borrowed		
papaja	182	modern	English|Spanish	borrowed		
böszörmény	181	ancient	Turkic languages	borrowed		
komócsin	180	ancient	Turkic languages	borrowed		
blézer	179	modern	English	borrowed		
dorong	179	ancient	Slavic languages	borrowed		
kelepce	179	ancient	Slovak	borrowed		
audiencia	178	modern	Latin	borrowed		
bula	177	unclassified	Romani	borrowed		
szkinhed	177	modern	English	borrowed		
manzárd	176	modern	German	borrowed		
zsarátnok	176	ancient	Slavic languages	borrowed		
xilofon	175	modern	German	borrowed		
deklináció	174	modern	Latin	borrowed		
tambura	174	ancient	Serbo-Croatian	borrowed		
csehó	173	unclassified	Austrian German	borrowed		
dezintegráció	173	modern	French	borrowed		
impresszárió	173	modern	Italian	borrowed		
smucig	173	modern	German	borrowed		
buksza	171	modern	German	borrowed		
pigmentáció	171	modern	Latin	borrowed		
statárium	171	modern	Medieval Latin	borrowed		
ipszilon	170	modern	Latin	borrowed		
kreatúra	169	modern	Late Latin	borrowed		
eufemisztikus	167	modern	German	borrowed		
golyóbis	167	modern	Latin	borrowed		
kupec	167	ancient	Slovak	borrowed		
szulfid	167	modern	German	borrowed		
abesszin	166	modern	Latin	borrowed		
szentencia	166	modern	Latin	borrowed		
pandit	165	modern	English	borrowed		
muhar	164	ancient	Serbo-Croatian	borrowed		
szelf	164	modern	English	borrowed|learned		
szári	164	modern	English|Hindi|Hindustani languages|Urdu	borrowed		
víkend	164	modern	English	borrowed		
xenofóbia	164	modern	German	borrowed		
théta	163	unclassified	Ancient Greek	borrowed		
dafke	162	unclassified	Yiddish	borrowed		
rezümé	162	modern	French	borrowed		
rokka	162	modern	Italian	borrowed		
dromedár	161	modern	Late Latin	borrowed		
hezitál	161	modern	Latin	borrowed		
echó	160	modern	Latin	borrowed		
kaloriméter	160	modern	English	borrowed		
őrül	160	ancient	Turkic languages	borrowed		
aszat	159	ancient	Slavic languages	borrowed		
episztemológia	157	modern	Latin	borrowed		
mál	157	unclassified	Romanian	borrowed		
anglisztika	156	modern	German	borrowed		
özön	156	ancient	Kipchak|Pecheneg	borrowed		
aldehid	155	modern	German	borrowed		
tragacs	155	unclassified	Bavarian	borrowed		
kapucni	153	modern	German	borrowed		
dzsunka	152	modern	German	borrowed		
fecni	152	modern	German	borrowed		
karcol	152	modern	German	borrowed		
séró	152	unclassified	Romani	borrowed		
vekni	151	unclassified	Bavarian	borrowed		
dedikáció	150	modern	Latin	borrowed		
parvenü	149	modern	German	borrowed		
fuser	148	modern	German	borrowed		
mulcs	147	modern	English	borrowed		
apanázs	146	modern	German	borrowed		
kúr	146	unclassified	Romani	borrowed		
páternoszter	146	modern	Latin	borrowed		
expresszivitás	145	modern	German	borrowed		
bakteriológia	144	modern	English	borrowed		
dezertőr	144	modern	German	borrowed		
indiszkréció	144	modern	German	borrowed		
korund	141	modern	German	borrowed		
lignin	140	modern	English	borrowed		
morféma	140	modern	French	borrowed		
vánkos	140	modern	German	borrowed		
ganéj	139	ancient	Slavic languages	borrowed		
zsanér	139	modern	German	borrowed		
donga	138	ancient	Slavic languages|South Slavic languages	borrowed		
mitesszer	138	modern	German	borrowed		
achát	137	modern	German	borrowed		
betli	137	modern	German	borrowed		
csinovnyik	137	modern	Russian	borrowed		
gerlice	137	ancient	Slavic languages	borrowed		
kazamata	137	modern	Italian	borrowed		
pesszárium	137	modern	Medieval Latin	borrowed		
berillium	136	modern	Latin	borrowed		
acetaldehid	135	modern	German	borrowed		
csép	135	ancient	Slavic languages	borrowed		
skalp	135	modern	English	borrowed		
bibliográfus	134	modern	German	borrowed		
laboda	134	ancient	Slavic languages	borrowed		
bendzsó	132	modern	English	borrowed		
szecska	132	ancient	Slavic languages	borrowed		
ünő	132	ancient	Turkic languages	borrowed		
damaszt	131	modern	German	borrowed		
gácsér	131	ancient	Slovak	borrowed		
herbárium	131	modern	Latin	borrowed		
tengelic	131	ancient	South Slavic languages|West Slavic languages	borrowed		
dzsóker	130	modern	English	borrowed		
glasznoszty	130	modern	Russian	borrowed		
püré	130	modern	German	borrowed		
tangens	130	modern	Latin	borrowed		
emanáció	129	modern	Latin	borrowed		
deltoid	128	modern	English	borrowed		
gríz	128	modern	German	borrowed		
paleontológia	128	modern	German	borrowed		
prézli	128	modern	German	borrowed		
verzál	128	modern	German	borrowed		
epidémia	126	modern	Late Latin	borrowed		
kultfilm	126	modern	English	borrowed		
poéma	126	modern	Latin	borrowed		
rádzsa	125	modern	English	borrowed		
spongya	125	modern	Latin	borrowed		
szusi	125	modern	Japanese	borrowed		
tropa	125	modern	Italian|Serbo-Croatian	borrowed		
kujon	123	modern	German	borrowed		
zimankó	123	unclassified	Ukrainian	borrowed		
csipsz	120	modern	English	borrowed		
krédó	119	modern	Latin	borrowed		
fiáker	118	unclassified	Austrian German	borrowed		
almárium	117	modern	Medieval Latin	borrowed		
cirbolya	117	modern	German	borrowed		
kapca	117	ancient	Slavic languages	borrowed		
kodon	117	modern	English	borrowed		
szaké	117	modern	Japanese	borrowed		
vigéc	117	modern	German	borrowed		
virtigli	117	modern	German	borrowed		
balneoterápia	116	modern	New Latin	borrowed		
türbe	116	unclassified	Ottoman Turkish	borrowed		
kontrapunkt	114	modern	German	borrowed		
fluorit	113	modern	English	borrowed		
huliganizmus	113	modern	English	borrowed		
kadencia	113	modern	Italian	borrowed		
tilinkó	113	unclassified	Romanian	borrowed		
bankomat	112	modern	English	borrowed		
bim-bam	112	modern	German	borrowed		
nyérc	112	modern	German	borrowed		
koszinusz	111	modern	German	borrowed		
perturbáció	111	modern	Latin	borrowed		
konföderatív	110	modern	German	borrowed		
piál	110	unclassified	Romani	borrowed		
stróman	110	modern	German	borrowed		
trópus	110	modern	German|Latin	borrowed|semantic		
sombrero	109	modern	Spanish	borrowed		
szimptóma	109	modern	Latin	borrowed		
aulikus	108	modern	Latin	borrowed		
kalucsni	108	unclassified	Bavarian	borrowed		
málha	108	unclassified	Bavarian	borrowed		
paduc	108	ancient	Slovene	borrowed		
dizőz	106	modern	French	borrowed		
purdé	106	unclassified	Romani	borrowed		
zsalugáter	106	unclassified	Viennese German	borrowed		
konkordancia	104	modern	Latin	borrowed		
csóré	102	unclassified	Romani	borrowed		
hombár	102	unclassified	Ottoman Turkish	borrowed		
sparhelt	102	modern	German	borrowed		
lexéma	101	modern	German	borrowed		
lózung	100	modern	German	borrowed		
milliom	100	modern	German	borrowed		
kumisz	99	modern	German	borrowed		
iglu	97	modern	English|Inuktitut	borrowed		
tromf	97	modern	German	borrowed		
patisszon	96	modern	French	borrowed		
slicc	96	modern	German	borrowed		
gyűszű	94	ancient	Turkic languages	borrowed		
nyoszolya	94	ancient	South Slavic languages	borrowed		
autósztráda	93	modern	Italian	borrowed		
majó	93	unclassified	Romanian	borrowed		
perfekcionizmus	93	modern	English	borrowed		
indium	92	modern	New Latin	borrowed		
implikáció	91	modern	Latin	borrowed		
statisztéria	89	modern	German	borrowed		
turmalin	89	modern	German	borrowed		
boroszlán	88	ancient	Serbo-Croatian	borrowed		
einstand	88	modern	German	borrowed		
fridzsider	88	unclassified	Austrian German	borrowed		
giroszkóp	88	modern	English|French	borrowed		
legionárius	88	modern	Latin	borrowed		
hidroxid	86	modern	German	borrowed		
inspekció	86	modern	Latin	borrowed		
moréna	86	modern	Italian	borrowed		
puszpáng	86	unclassified	Bavarian	borrowed		
disszimiláció	85	modern	English|German	borrowed		
hexán	85	modern	English	borrowed		
kápó	85	modern	German	borrowed		
gimel	84	unclassified	Hebrew	borrowed		
kulimász	84	ancient	Slavic languages	borrowed		
artikulál	83	modern	Late Latin	borrowed		
hipnotizál	83	modern	German	borrowed		
fuszekli	82	modern	German	borrowed		
szardella	81	modern	German	borrowed		
szekund	81	modern	German	borrowed		
córesz	80	unclassified	Yiddish	borrowed		
huszitizmus	80	modern	Latin	borrowed		
maltóz	80	modern	English	borrowed		
samesz	80	unclassified	Yiddish	borrowed		
izoprén	79	modern	English	borrowed		
kalorimetria	79	modern	English	borrowed		
konnotáció	79	modern	Latin	borrowed		
korhol	79	ancient	Slavic languages	borrowed		
négus	79	modern	German	borrowed		
ártány	79	ancient	Turkic languages	borrowed		
abcúg	78	modern	German	borrowed		
cseber	78	ancient	South Slavic languages|West Slavic languages	borrowed		
herót	78	unclassified	Yiddish	borrowed		
mokaszin	78	modern	English	borrowed		
emotikon	77	modern	English	borrowed		
folklorizmus	77	modern	English	borrowed		
ráspoly	77	modern	German	borrowed		
arterioszklerózis	76	modern	Latin	borrowed		
bólé	76	modern	German	borrowed		
extrapoláció	76	modern	English|French|German	borrowed		
rebellió	75	modern	Latin	borrowed		
frufru	74	modern	French|German	borrowed		
harács	74	unclassified	Ottoman Turkish	borrowed		
paszpartu	74	modern	French	borrowed		
pellengér	74	unclassified	Low German	borrowed		
ászana	74	unclassified	Sanskrit	borrowed		
abortív	73	modern	German	borrowed		
devalváció	73	modern	German	borrowed		
kozmonauta	73	modern	English	borrowed		
monarcha	73	modern	Latin	borrowed		
parszek	73	modern	English	borrowed		
eszkaláció	72	modern	English	borrowed		
partikula	72	modern	Latin	borrowed		
cikcakk	71	modern	German	borrowed		
saslik	71	modern	Russian	borrowed		
lédig	70	modern	German	borrowed		
preceptor	70	modern	Latin	borrowed		
apatit	69	modern	German	borrowed		
gigerli	69	unclassified	Austrian German	borrowed		
krakéler	69	modern	German	borrowed		
rekonstruál	69	modern	German	borrowed		
szárma	69	unclassified	Ottoman Turkish	borrowed		
abdominális	67	modern	Latin	borrowed		
bliccel	67	unclassified	Viennese German	borrowed		
dunszt	67	unclassified	Austrian German	borrowed		
asszociativitás	66	modern	German	borrowed		
averzió	66	modern	Latin	borrowed		
péló	66	unclassified	Romani	borrowed		
bugyelláris	65	modern	Latin	borrowed		
hetéra	65	modern	Latin	borrowed		
iphone	65	modern	English	borrowed		
kamuflázs	64	modern	French	borrowed		
rén	64	modern	German	borrowed		
talián	64	modern	Italian	borrowed		
donáció	63	modern	Latin	borrowed		
guzsaly	63	ancient	Slavic languages	borrowed		
morfondíroz	63	modern	German	borrowed		
papundekli	63	modern	German	borrowed		
kvintesszencia	62	modern	Latin	borrowed		
pajesz	62	unclassified	Yiddish	borrowed		
piruett	61	modern	French	borrowed		
szulfit	61	modern	German	borrowed		
asszó	60	modern	French|German	borrowed		
bonc	60	modern	German	borrowed		
sezlon	60	modern	German	borrowed		
spaletta	60	unclassified	Austrian German	borrowed		
udvarnok	60	ancient	Slavic languages	borrowed		
vignetta	60	modern	German	borrowed		
telugu	59	unclassified	Telugu	borrowed		
lárifári	58	modern	German	borrowed		
abház	57	modern	Russian	borrowed		
relapszus	57	modern	Latin	borrowed		
kaspó	56	modern	French	borrowed		
szinkópa	56	modern	Late Latin	borrowed|learned		
vacillál	56	modern	Latin	borrowed		
bajadér	55	modern	German	borrowed		
esztena	55	unclassified	Romanian	borrowed		
findzsa	55	unclassified	Ottoman Turkish	borrowed		
lokni	55	unclassified	Bavarian	borrowed		
pracli	55	unclassified	Bavarian	borrowed		
aberráns	54	modern	Latin	borrowed		
berbécs	54	unclassified	Romanian	borrowed		
ióta	54	unclassified	Ancient Greek	borrowed		
borscs	53	modern	Russian	borrowed		
perfid	53	unclassified	Viennese German	borrowed		
ibrik	52	unclassified	Ottoman Turkish	borrowed		
matrjoska	51	modern	Russian	borrowed		
nugát	51	modern	French	borrowed		
lakmusz	50	modern	German	borrowed		
murok	50	ancient	Slavic languages	borrowed		
pandémia	50	modern	Latin	borrowed		
akceleráció	49	modern	Latin	borrowed		
bérmál	49	ancient	Serbo-Croatian|Slovene	borrowed		
gejl	49	modern	German	borrowed		
deléció	48	modern	English	borrowed		
neszesszer	48	modern	French	borrowed		
schub	48	modern	German	borrowed		
gardedám	47	modern	German	borrowed		
glissando	46	modern	Italian	borrowed		
kaliba	46	ancient	Slavic languages	borrowed		
stelázsi	46	modern	German	borrowed		
fibrilláció	45	modern	Latin	borrowed		
tein	45	modern	French	borrowed		
dzsúsz	44	modern	English	borrowed		
ablativus	43	modern	Latin	borrowed		
machináció	43	modern	German	borrowed		
patronázs	43	modern	French	borrowed		
szuszék	43	ancient	Slavic languages	borrowed		
izosztázia	42	modern	English	borrowed		
allotrop	41	modern	English	borrowed		
fájin	41	modern	German	borrowed		
handzsár	41	unclassified	Ottoman Turkish	borrowed		
sarzsi	41	unclassified	Austrian German	borrowed		
spácium	41	modern	Latin	borrowed		
trén	41	unclassified	Austrian German	borrowed		
respektál	40	modern	Latin	borrowed		
vakol	40	modern	German	borrowed		
biográfus	39	modern	German	borrowed		
diftongus	39	modern	Late Latin	borrowed		
firhang	39	modern	German	borrowed		
kommutativitás	39	modern	German	borrowed		
mángold	39	modern	German	borrowed		
sercli	39	unclassified	Austrian German	borrowed		
bukszus	38	modern	Latin	borrowed		
dzsörzé	37	modern	English	borrowed		
funktor	37	modern	English	borrowed		
radiáció	37	modern	Latin	borrowed		
vájdling	36	unclassified	Bavarian	borrowed		
klapec	35	ancient	Slovak	borrowed		
klozett	35	modern	German	borrowed		
plajbász	35	modern	German	borrowed		
bricska	34	unclassified	Polish	borrowed		
cunami	34	modern	Japanese	borrowed		
karbonil	34	modern	English	borrowed		
piedesztál	34	modern	French	borrowed		
izolál	33	modern	German	borrowed		
mesüge	33	unclassified	Yiddish	borrowed		
pesztra	33	ancient	South Slavic languages	borrowed		
graféma	32	modern	German	borrowed		
jatagán	32	unclassified	Ottoman Turkish	borrowed		
madzsong	32	modern	English	borrowed		
mineralógia	32	modern	English	borrowed		
cvikker	31	modern	German	borrowed		
pakulár	31	unclassified	Romanian	borrowed		
dezorientáció	30	modern	French	borrowed		
fetva	30	unclassified	Ottoman Turkish	borrowed		
párol	30	ancient	Slavic languages	borrowed		
steampunk	30	modern	English	borrowed		
colstok	29	modern	German	borrowed		
cúg	29	modern	German	borrowed		
sampinyon	29	modern	German	borrowed		
slejm	29	unclassified	Bavarian	borrowed		
dódzsó	28	modern	English	borrowed		
flexel	28	modern	English	borrowed		
akrosztichon	27	modern	German	borrowed		
früstök	27	modern	German	borrowed		
szortíroz	27	modern	German	borrowed		
bajrám	26	unclassified	Ottoman Turkish	borrowed		
bokály	26	modern	Italian	borrowed		
eszcájg	26	unclassified	Austrian German	borrowed		
garaboly	26	ancient	Slavic languages	borrowed		
spulni	26	unclassified	Bavarian	borrowed		
anglista	25	modern	German	borrowed		
egyptienne	25	modern	French	borrowed		
aciditás	24	modern	Latin	borrowed		
pleonazmus	24	modern	Latin	borrowed		
apoplexia	23	modern	Late Latin	borrowed		
cakompakk	23	modern	German	borrowed		
srég	23	modern	German	borrowed		
trafikál	23	modern	German|Italian	borrowed		
amerikanista	22	modern	English	borrowed		
arabisztika	22	modern	German	borrowed		
galand	22	modern	German	borrowed		
sterilizátor	22	modern	German	borrowed		
dzsogging	21	modern	English	borrowed		
famózus	21	modern	Latin	borrowed		
gerezna	21	ancient	Slavic languages	borrowed		
görl	20	modern	English	borrowed		
kisztihand	20	modern	German	borrowed		
nuklein	20	modern	English	borrowed		
saccol	20	modern	German	borrowed		
okarina	19	modern	German	borrowed		
radikalizál	19	modern	German	borrowed		
kaik	18	unclassified	Ottoman Turkish	borrowed		
krizopráz	18	modern	German	borrowed		
folklorizáció	17	modern	English	borrowed		
libling	17	modern	German	borrowed		
onomasztika	17	modern	German	borrowed		
tánti	17	unclassified	Austrian German	borrowed		
éceszgéber	17	unclassified	Yiddish	borrowed		
admittancia	16	modern	English	borrowed		
derivál	16	modern	Latin	borrowed		
odaliszk	16	modern	German	borrowed		
álef	16	unclassified	Hebrew	borrowed		
antonima	15	modern	Latin	borrowed		
imprimatúra	15	modern	German	borrowed		
mikromenedzsment	15	modern	English	borrowed		
aeroplán	14	modern	German	borrowed		
kapiskál	14	modern	Italian|Venetan	borrowed		
sifonér	14	modern	German	borrowed		
strekk	14	modern	German	borrowed		
lésza	13	ancient	Slavic languages	borrowed		
szömörcsög	13	ancient	Slavic languages	borrowed		
benzil	12	modern	English	borrowed		
bonszai	12	modern	Japanese	borrowed		
triolett	12	modern	German	borrowed		
invertál	11	modern	Latin	borrowed		
lornyon	11	modern	French	borrowed		
sekk	11	modern	English	borrowed		
aktualizáció	10	modern	French	borrowed		
cvíder	10	unclassified	Bavarian	borrowed		
gépely	10	modern	German	borrowed		
prédál	10	modern	Latin	borrowed		
pukedli	10	unclassified	Viennese German	borrowed		
rádzsput	10	unclassified	Hindi	borrowed		
szekíroz	10	modern	German	borrowed		
abriktol	9	modern	German	borrowed		
aszimptota	9	modern	Latin	borrowed		
expanzionizmus	9	modern	English	borrowed		
happol	9	unclassified	Yiddish	borrowed		
hóstát	9	modern	German	borrowed		
okik	9	ancient	Turkic languages	borrowed		
pángermanizmus	9	modern	German	borrowed		
abonament	8	unclassified	Romanian	borrowed		
afrikanista	8	modern	German	borrowed		
centroszóma	8	modern	English	borrowed		
demoralizáció	8	modern	German	borrowed		
gránic	8	modern	German	borrowed		
racemizáció	8	modern	English	borrowed		
strimfli	8	modern	German	borrowed		
surc	8	modern	German	borrowed		
dzsiudzsicu	7	modern	English	borrowed		
einsteinium	7	modern	English	borrowed		
glazúr	7	modern	German	borrowed		
mángorol	7	modern	German	borrowed		
strukturál	7	modern	German	borrowed		
síbol	7	modern	German	borrowed		
aberrál	6	modern	Latin	borrowed		
asszaszin	6	modern	French	borrowed		
punga	6	unclassified	Romanian	borrowed		
pácol	6	unclassified	Bavarian	borrowed		
pádimentum	6	modern	Latin	borrowed		
abál	5	ancient	Slavic languages	borrowed		
borkán	5	unclassified	Romanian	borrowed		
dévanágari	5	unclassified	Sanskrit	borrowed		
fermium	5	modern	New Latin	borrowed		
guzlica	5	ancient	Serbo-Croatian	borrowed		
mutuj	5	unclassified	Romanian	borrowed		
satíroz	5	modern	German	borrowed		
tropán	5	modern	German	borrowed		
abakteriális	4	modern	New Latin	borrowed		
ablaut	4	modern	German	borrowed		
akrofóbia	4	modern	Latin	borrowed		
bandikut	4	modern	English	borrowed		
csihány	4	ancient	Turkic languages	borrowed		
dirndli	4	unclassified	Bavarian	borrowed		
dzsömper	4	modern	English	borrowed		
iatrokémia	4	modern	Latin	borrowed		
kvirt	4	modern	German	borrowed		
transzfóbia	4	modern	English	borrowed		
diviz	3	modern	German	borrowed		
dálet	3	unclassified	Hebrew	borrowed		
jasmak	3	unclassified	Ottoman Turkish	borrowed		
komót	3	modern	German	borrowed		
kontrollőr	3	modern	German	borrowed		
lomográfia	3	modern	English	borrowed		
papondekli	3	modern	German	borrowed		
tarlatán	3	modern	French	borrowed		
önológia	3	modern	German	borrowed		
abisszikus	2	modern	Latin	borrowed		
abortívum	2	modern	Latin	borrowed		
döblec	2	unclassified	Ottoman Turkish	borrowed		
frizőr	2	modern	German	borrowed		
fumigál	2	modern	Latin	borrowed		
fércel	2	modern	German	borrowed		
hecserli	2	unclassified	Bavarian	borrowed		
hidrofóbia	2	modern	Latin	borrowed		
indikció	2	modern	Latin	borrowed		
kompona	2	ancient	Old Church Slavonic|Romanian	borrowed		
kukuj	2	unclassified	Romanian	borrowed		
stockfotó	2	modern	English	borrowed		
vinetta	2	unclassified	Romanian	borrowed		
webinar	2	modern	English	borrowed		
allomorf	1	modern	German	borrowed		
dezodoráns	1	modern	German	borrowed		
elpaterol	1	unclassified	Yiddish	borrowed		
impresszionál	1	modern	German	borrowed		
performáns	1	unclassified	Romanian	borrowed		
rafinál	1	modern	German	borrowed		
tángál	1	modern	Latin	borrowed		
airbnb-zik	0	modern	English	borrowed		
akklimatizál	0	modern	German	borrowed		
anzágol	0	modern	German	borrowed		
bitcoin	0	modern	English	borrowed		
bokeh	0	modern	English	borrowed|orthographic		
brexit	0	modern	English	borrowed		
csehenem	0	unclassified	Ottoman Turkish	borrowed		
demagnetizáció	0	modern	English	borrowed		
dozíroz	0	modern	German	borrowed		
dzsudogi	0	modern	English	borrowed		
dzsudoka	0	modern	English	borrowed		
emodzsi	0	modern	Japanese	borrowed		
fédervejsz	0	modern	German	borrowed		
kabanna	0	unclassified	Romanian	borrowed		
kaikdzsi	0	unclassified	Ottoman Turkish	borrowed		
lejnol	0	unclassified	Yiddish	borrowed		
lunguj	0	unclassified	Romanian	borrowed		
lájkol	0	modern	English	borrowed		
mamuz	0	unclassified	Ottoman Turkish	borrowed		
mispóche	0	unclassified	Yiddish	borrowed		
podcast	0	modern	English	borrowed		
poetaszter	0	modern	German	borrowed		
vuvuzela	0	modern	English	borrowed		
werkfotó	0	modern	German	borrowed		
zilíz	0	ancient	South Slavic languages|West Slavic languages	borrowed		
à	0	modern	French	borrowed		
đồng	0	unclassified	Vietnamese	borrowed		
